name,id,code,shortName,description,formName,domainType,valueType,aggregationoperator,fieldMask,categoryCombo.id,class,cycle,Inverse
[GC7/H-KRCS/HTS-3e/RESULT/COVERAGE] Percentage of other vulnerable populations that have received an HIV test during the reporting period and know their results,P11kikn525r,GC7/H-KRCS/HTS-3e/RESULT/COVERAGE,GC7/H-KRCS/HTS-3e/RESULT/COVERAGE,Percentage of other vulnerable populations that have received an HIV test during the reporting period and know their results,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/HTS-3e/TARGET/COVERAGE] Percentage of other vulnerable populations that have received an HIV test during the reporting period and know their results,Q9iAPDBOMrw,GC7/H-KRCS/HTS-3e/TARGET/COVERAGE,GC7/H-KRCS/HTS-3e/TARGET/COVERAGE,Percentage of other vulnerable populations that have received an HIV test during the reporting period and know their results,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
"[GC7/H-KRCS/HTS-5/COMMENT/COVERAGE] Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",DWb1gdzwD8t,GC7/H-KRCS/HTS-5/COMMENT/COVERAGE,GC7/H-KRCS/HTS-5/COMMENT/COVERAGE,"Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
"[GC7/H-KRCS/HTS-5/RESULT/COVERAGE] Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",wPRSGfNQ8Zf,GC7/H-KRCS/HTS-5/RESULT/COVERAGE,GC7/H-KRCS/HTS-5/RESULT/COVERAGE,"Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
"[GC7/H-KRCS/HTS-5/TARGET/COVERAGE] Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",VWy4Funy8wD,GC7/H-KRCS/HTS-5/TARGET/COVERAGE,GC7/H-KRCS/HTS-5/TARGET/COVERAGE,"Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/HTS_KITS-AMC/RESULT/COMMODITIES] HTS Kits AMC,TYEKO6haKaX,GC7/H-KRCS/HTS_KITS-AMC/RESULT/COMMODITIES,GC7/H-KRCS/HTS_KITS-AMC/RESULT/COMMODITIES,HTS Kits AMC,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/HTS_KITS-BAL/RESULT/COMMODITIES] HTS Kits Ending Balance,elVRhpM1Ry4,GC7/H-KRCS/HTS_KITS-BAL/RESULT/COMMODITIES,GC7/H-KRCS/HTS_KITS-BAL/RESULT/COMMODITIES,HTS Kits Ending Balance,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/HTS_KITS-COMMENT/COMMENT/COMMODITIES] HTS Kits Comments,nwkJCCqafvJ,GC7/H-KRCS/HTS_KITS-COMMENT/COMMENT/COMMODITIES,GC7/H-KRCS/HTS_KITS-COMMENT/COMMENT/COMMODITIES,HTS Kits Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/HTS_KITS-PROC/RESULT/COMMODITIES] HTS Kits Under Procurement,xdbGEUpbCwD,GC7/H-KRCS/HTS_KITS-PROC/RESULT/COMMODITIES,GC7/H-KRCS/HTS_KITS-PROC/RESULT/COMMODITIES,HTS Kits Under Procurement,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/HTS_KITS-SOR-D/RESULT/COMMODITIES] HTS Kits SOR Denominator,U6zIKuOeL5N,GC7/H-KRCS/HTS_KITS-SOR-D/RESULT/COMMODITIES,GC7/H-KRCS/HTS_KITS-SOR-D/RESULT/COMMODITIES,HTS Kits SOR Denominator,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/HTS_KITS-SOR-N/RESULT/COMMODITIES] HTS Kits SOR Numerator,AR3CylMa3tN,GC7/H-KRCS/HTS_KITS-SOR-N/RESULT/COMMODITIES,GC7/H-KRCS/HTS_KITS-SOR-N/RESULT/COMMODITIES,HTS Kits SOR Numerator,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1a/COMMENT/COVERAGE] # of men who have sex with men reached with HIV prevention programs - defined package of services,tpnqtHeQOXK,GC7/H-KRCS/KP-1a/COMMENT/COVERAGE,GC7/H-KRCS/KP-1a/COMMENT/COVERAGE,# of men who have sex with men reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,Coverage,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1a/RESULT/COVERAGE] # of men who have sex with men reached with HIV prevention programs - defined package of services,hwQOgwrrKLC,GC7/H-KRCS/KP-1a/RESULT/COVERAGE,GC7/H-KRCS/KP-1a/RESULT/COVERAGE,# of men who have sex with men reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,Coverage,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1a/TARGET/COVERAGE] # of men who have sex with men reached with HIV prevention programs - defined package of services,SudDZ0BgWIG,GC7/H-KRCS/KP-1a/TARGET/COVERAGE,GC7/H-KRCS/KP-1a/TARGET/COVERAGE,# of men who have sex with men reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,Coverage,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1b/COMMENT/COVERAGE] % of transgender people reached with HIV prevention programs - defined package of services,dLlO4m6ORTT,GC7/H-KRCS/KP-1b/COMMENT/COVERAGE,GC7/H-KRCS/KP-1b/COMMENT/COVERAGE,% of transgender people reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1b/RESULT/COVERAGE] % of transgender people reached with HIV prevention programs - defined package of services,Mw5TpFsSz6g,GC7/H-KRCS/KP-1b/RESULT/COVERAGE,GC7/H-KRCS/KP-1b/RESULT/COVERAGE,% of transgender people reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1b/TARGET/COVERAGE] % of transgender people reached with HIV prevention programs - defined package of services,sHVrgOhbGGt,GC7/H-KRCS/KP-1b/TARGET/COVERAGE,GC7/H-KRCS/KP-1b/TARGET/COVERAGE,% of transgender people reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1c/COMMENT/COVERAGE] % of sex workers reached with HIV prevention programs - defined package of services,wsRZUyZE7SU,GC7/H-KRCS/KP-1c/COMMENT/COVERAGE,GC7/H-KRCS/KP-1c/COMMENT/COVERAGE,% of sex workers reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1c/RESULT/COVERAGE] % of sex workers reached with HIV prevention programs - defined package of services,KqLGZlnwOpS,GC7/H-KRCS/KP-1c/RESULT/COVERAGE,GC7/H-KRCS/KP-1c/RESULT/COVERAGE,% of sex workers reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1c/TARGET/COVERAGE] % of sex workers reached with HIV prevention programs - defined package of services,ACVRZPt7E7b,GC7/H-KRCS/KP-1c/TARGET/COVERAGE,GC7/H-KRCS/KP-1c/TARGET/COVERAGE,% of sex workers reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1d/COMMENT/COVERAGE] % of people who inject drugs reached with HIV prevention programs - defined package of services,G71sIzWFban,GC7/H-KRCS/KP-1d/COMMENT/COVERAGE,GC7/H-KRCS/KP-1d/COMMENT/COVERAGE,% of people who inject drugs reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1d/RESULT/COVERAGE] % of people who inject drugs reached with HIV prevention programs - defined package of services,H5g6NA5oCzI,GC7/H-KRCS/KP-1d/RESULT/COVERAGE,GC7/H-KRCS/KP-1d/RESULT/COVERAGE,% of people who inject drugs reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1d/TARGET/COVERAGE] % of people who inject drugs reached with HIV prevention programs - defined package of services,a3MpjeCQBwK,GC7/H-KRCS/KP-1d/TARGET/COVERAGE,GC7/H-KRCS/KP-1d/TARGET/COVERAGE,% of people who inject drugs reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1e/COMMENT/COVERAGE] Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,bNdpGK40f2K,GC7/H-KRCS/KP-1e/COMMENT/COVERAGE,GC7/H-KRCS/KP-1e/COMMENT/COVERAGE,Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1e/RESULT/COVERAGE] Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,Zt2sgw4V5A9,GC7/H-KRCS/KP-1e/RESULT/COVERAGE,GC7/H-KRCS/KP-1e/RESULT/COVERAGE,Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1e/TARGET/COVERAGE] Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,Ok1CHpVDmOT,GC7/H-KRCS/KP-1e/TARGET/COVERAGE,GC7/H-KRCS/KP-1e/TARGET/COVERAGE,Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6a/COMMENT/COVERAGE] # of MSM who received any PrEP product at least once during the reporting period,wCsAK5jQpOq,GC7/H-KRCS/KP-6a/COMMENT/COVERAGE,GC7/H-KRCS/KP-6a/COMMENT/COVERAGE,# of MSM who received any PrEP product at least once during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,Coverage,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6a/RESULT/COVERAGE] # of MSM who received any PrEP product at least once during the reporting period,cZTenEiimJI,GC7/H-KRCS/KP-6a/RESULT/COVERAGE,GC7/H-KRCS/KP-6a/RESULT/COVERAGE,# of MSM who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,Coverage,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6a/TARGET/COVERAGE] # of MSM who received any PrEP product at least once during the reporting period,Cqf70TOjjyO,GC7/H-KRCS/KP-6a/TARGET/COVERAGE,GC7/H-KRCS/KP-6a/TARGET/COVERAGE,# of MSM who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,Coverage,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6b/COMMENT/COVERAGE] # of transgender people who received any PrEP product at least once during the reporting period,zKbUDE9C5y7,GC7/H-KRCS/KP-6b/COMMENT/COVERAGE,GC7/H-KRCS/KP-6b/COMMENT/COVERAGE,# of transgender people who received any PrEP product at least once during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6b/RESULT/COVERAGE] # of transgender people who received any PrEP product at least once during the reporting period,sid8iSF3Miq,GC7/H-KRCS/KP-6b/RESULT/COVERAGE,GC7/H-KRCS/KP-6b/RESULT/COVERAGE,# of transgender people who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6b/TARGET/COVERAGE] # of transgender people who received any PrEP product at least once during the reporting period,GUJfZ1hP5nn,GC7/H-KRCS/KP-6b/TARGET/COVERAGE,GC7/H-KRCS/KP-6b/TARGET/COVERAGE,# of transgender people who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6c/COMMENT/COVERAGE] # of sex workers who received any PrEP product at least once during the reporting period,q1oo4NWDnay,GC7/H-KRCS/KP-6c/COMMENT/COVERAGE,GC7/H-KRCS/KP-6c/COMMENT/COVERAGE,# of sex workers who received any PrEP product at least once during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6c/RESULT/COVERAGE] # of sex workers who received any PrEP product at least once during the reporting period,oVLWwqvH7rO,GC7/H-KRCS/KP-6c/RESULT/COVERAGE,GC7/H-KRCS/KP-6c/RESULT/COVERAGE,# of sex workers who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6c/TARGET/COVERAGE] # of sex workers who received any PrEP product at least once during the reporting period,NwI5XYJ39GR,GC7/H-KRCS/KP-6c/TARGET/COVERAGE,GC7/H-KRCS/KP-6c/TARGET/COVERAGE,# of sex workers who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6d/COMMENT/COVERAGE] # of PWID who received any PrEP product at least once during the reporting period,WLNLecUfDxq,GC7/H-KRCS/KP-6d/COMMENT/COVERAGE,GC7/H-KRCS/KP-6d/COMMENT/COVERAGE,# of PWID who received any PrEP product at least once during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6d/RESULT/COVERAGE] # of PWID who received any PrEP product at least once during the reporting period,r32CpQpVCp5,GC7/H-KRCS/KP-6d/RESULT/COVERAGE,GC7/H-KRCS/KP-6d/RESULT/COVERAGE,# of PWID who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6d/TARGET/COVERAGE] # of PWID who received any PrEP product at least once during the reporting period,asoKY06vTWO,GC7/H-KRCS/KP-6d/TARGET/COVERAGE,GC7/H-KRCS/KP-6d/TARGET/COVERAGE,# of PWID who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/NSP1-AMC/RESULT/COMMODITIES] NSP Kit 1 AMC,QuIDdIjJBfE,GC7/H-KRCS/NSP1-AMC/RESULT/COMMODITIES,GC7/H-KRCS/NSP1-AMC/RESULT/COMMODITIES,NSP Kit 1 AMC,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/NSP1-BAL/RESULT/COMMODITIES] NSP Kit 1 Ending Balance,NIJzBk495Md,GC7/H-KRCS/NSP1-BAL/RESULT/COMMODITIES,GC7/H-KRCS/NSP1-BAL/RESULT/COMMODITIES,NSP Kit 1 Ending Balance,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/NSP1-COMMENT/COMMENT/COMMODITIES] NSP Kit 1 Comments,CJHehHsqoHj,GC7/H-KRCS/NSP1-COMMENT/COMMENT/COMMODITIES,GC7/H-KRCS/NSP1-COMMENT/COMMENT/COMMODITIES,NSP Kit 1 Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/NSP1-PROC/RESULT/COMMODITIES] NSP Kit 1 Under Procurement,f6JX4wySAqN,GC7/H-KRCS/NSP1-PROC/RESULT/COMMODITIES,GC7/H-KRCS/NSP1-PROC/RESULT/COMMODITIES,NSP Kit 1 Under Procurement,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/NSP1-SOR-D/RESULT/COMMODITIES] NSP Kit 1 SOR Denominator,yiBD5lTCwTQ,GC7/H-KRCS/NSP1-SOR-D/RESULT/COMMODITIES,GC7/H-KRCS/NSP1-SOR-D/RESULT/COMMODITIES,NSP Kit 1 SOR Denominator,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/NSP1-SOR-N/RESULT/COMMODITIES] NSP Kit 1 SOR Numerator,GjQJtjAr1pM,GC7/H-KRCS/NSP1-SOR-N/RESULT/COMMODITIES,GC7/H-KRCS/NSP1-SOR-N/RESULT/COMMODITIES,NSP Kit 1 SOR Numerator,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/NSP2-AMC/RESULT/COMMODITIES] NSP Kit 2 AMC,E7epAV8Qla7,GC7/H-KRCS/NSP2-AMC/RESULT/COMMODITIES,GC7/H-KRCS/NSP2-AMC/RESULT/COMMODITIES,NSP Kit 2 AMC,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/NSP2-BAL/RESULT/COMMODITIES] NSP Kit 2 Ending Balance,ppLfmJUntu8,GC7/H-KRCS/NSP2-BAL/RESULT/COMMODITIES,GC7/H-KRCS/NSP2-BAL/RESULT/COMMODITIES,NSP Kit 2 Ending Balance,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/NSP2-COMMENT/COMMENT/COMMODITIES] NSP Kit 2 Comments,iheBA9gbpev,GC7/H-KRCS/NSP2-COMMENT/COMMENT/COMMODITIES,GC7/H-KRCS/NSP2-COMMENT/COMMENT/COMMODITIES,NSP Kit 2 Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/NSP2-PROC/RESULT/COMMODITIES] NSP Kit 2 Under Procurement,PPqLcqKAJEO,GC7/H-KRCS/NSP2-PROC/RESULT/COMMODITIES,GC7/H-KRCS/NSP2-PROC/RESULT/COMMODITIES,NSP Kit 2 Under Procurement,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/NSP2-SOR-D/RESULT/COMMODITIES] NSP Kit 2 SOR Denominator,VIlFnKL5C0M,GC7/H-KRCS/NSP2-SOR-D/RESULT/COMMODITIES,GC7/H-KRCS/NSP2-SOR-D/RESULT/COMMODITIES,NSP Kit 2 SOR Denominator,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/NSP2-SOR-N/RESULT/COMMODITIES] NSP Kit 2 SOR Numerator,Nmf9yqdeAhf,GC7/H-KRCS/NSP2-SOR-N/RESULT/COMMODITIES,GC7/H-KRCS/NSP2-SOR-N/RESULT/COMMODITIES,NSP Kit 2 SOR Numerator,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
"[GC7/H-KRCS/PSEAH-CA/COMM_PSEAH] % of community level actors/agents (TB Champions, peer educators, mentor mothers etc) sensitized on PSEAH/SEAH including SEAH reporting channels and have Signed Compliance Document ",Xg9mAoWu3lv,GC7/H-KRCS/PSEAH-CA/COMM_PSEAH,GC7/H-KRCS/PSEAH-CA/COMM_PSEAH,"% of community level actors/agents (TB Champions, peer educators, mentor mothers etc) sensitized on PSEAH/SEAH including SEAH reporting channels and have Signed Compliance Document ",LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
"[GC7/H-KRCS/PSEAH-CA/RES_PSEAH] % of community level actors/agents (TB Champions, peer educators, mentor mothers etc) sensitized on PSEAH/SEAH including SEAH reporting channels and have Signed Compliance Document ",DtMKJankyax,GC7/H-KRCS/PSEAH-CA/RES_PSEAH,GC7/H-KRCS/PSEAH-CA/RES_PSEAH,"% of community level actors/agents (TB Champions, peer educators, mentor mothers etc) sensitized on PSEAH/SEAH including SEAH reporting channels and have Signed Compliance Document ",PERCENTAGE,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
"[GC7/H-KRCS/PSEAH-CA/TAR_PSEAH] % of community level actors/agents (TB Champions, peer educators, mentor mothers etc) sensitized on PSEAH/SEAH including SEAH reporting channels and have Signed Compliance Document ",pdKNzsgs7lV,GC7/H-KRCS/PSEAH-CA/TAR_PSEAH,GC7/H-KRCS/PSEAH-CA/TAR_PSEAH,"% of community level actors/agents (TB Champions, peer educators, mentor mothers etc) sensitized on PSEAH/SEAH including SEAH reporting channels and have Signed Compliance Document ",PERCENTAGE,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/PSEAH-PB/COMM_PSEAH] % of programme beneficiaries at community level assessed as being at high/medium risk of SEAH[1] sensitized on PSEAH/SEAH including SEAH reporting channels,zT2oa93gr0b,GC7/H-KRCS/PSEAH-PB/COMM_PSEAH,GC7/H-KRCS/PSEAH-PB/COMM_PSEAH,% of programme beneficiaries at community level assessed as being at high/medium risk of SEAH sensitized on PSEAH/SEAH including SEAH reporting channels,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/PSEAH-PB/RES_PSEAH] % of programme beneficiaries at community level assessed as being at high/medium risk of SEAH[1] sensitized on PSEAH/SEAH including SEAH reporting channels,ofnosSV222K,GC7/H-KRCS/PSEAH-PB/RES_PSEAH,GC7/H-KRCS/PSEAH-PB/RES_PSEAH,% of programme beneficiaries at community level assessed as being at high/medium risk of SEAH sensitized on PSEAH/SEAH including SEAH reporting channels,PERCENTAGE,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/PSEAH-PB/TAR_PSEAH] % of programme beneficiaries at community level assessed as being at high/medium risk of SEAH[1] sensitized on PSEAH/SEAH including SEAH reporting channels,iZ2v7480NJP,GC7/H-KRCS/PSEAH-PB/TAR_PSEAH,GC7/H-KRCS/PSEAH-PB/TAR_PSEAH,% of programme beneficiaries at community level assessed as being at high/medium risk of SEAH sensitized on PSEAH/SEAH including SEAH reporting channels,PERCENTAGE,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/PSEAH-PR/COMM_PSEAH] % of Principal Recipient (PR) Staff (including Interns and Volunteers) and Board Members Trained on PR PSEAH Policy and Signed Compliance Document Annually,tgCu20L0kkT,GC7/H-KRCS/PSEAH-PR/COMM_PSEAH,GC7/H-KRCS/PSEAH-PR/COMM_PSEAH,% of Principal Recipient (PR) Staff (including Interns and Volunteers) and Board Members Trained on PR PSEAH Policy and Signed Compliance Document Annually,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/PSEAH-PR/RES_PSEAH] % of Principal Recipient (PR) Staff (including Interns and Volunteers) and Board Members Trained on PR PSEAH Policy and Signed Compliance Document Annually,VJK90CnsJzd,GC7/H-KRCS/PSEAH-PR/RES_PSEAH,GC7/H-KRCS/PSEAH-PR/RES_PSEAH,% of Principal Recipient (PR) Staff (including Interns and Volunteers) and Board Members Trained on PR PSEAH Policy and Signed Compliance Document Annually,PERCENTAGE,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/PSEAH-PR/TAR_PSEAH] % of Principal Recipient (PR) Staff (including Interns and Volunteers) and Board Members Trained on PR PSEAH Policy and Signed Compliance Document Annually,vDwTeRC5mHQ,GC7/H-KRCS/PSEAH-PR/TAR_PSEAH,GC7/H-KRCS/PSEAH-PR/TAR_PSEAH,% of Principal Recipient (PR) Staff (including Interns and Volunteers) and Board Members Trained on PR PSEAH Policy and Signed Compliance Document Annually,PERCENTAGE,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
